seg_uid,seg_id,road_name,length_m
DM-193046-284096-DX27,DM00853,동계로13번길,23.7
DM-193051-283602-GO22,DM00984,장동로,36.1
DM-193051-283636-F9WR,DM00972,제봉로110번길,93.1
DM-193053-283820-N84A,DM00904,동명로20번길,27.0
DM-193055-284037-D27G,DM00841,동계로9번길,16.1
DM-193056-284202-52VO,DM00958,경양로,101.8
DM-193057-284279-B7J3,DM00964,경양로321번길,77.8
DM-193059-283585-GO22,DM00986,장동로,21.9
DM-193059-283769-367J,DM00924,동명로14번길,19.5
DM-193059-283848-N84A,DM00887,동명로20번길,64.5
DM-193060-283881-OKXU,DM00884,동명로26번길,20.7
DM-193060-284170-5UT1,DM02861,동계로15번길,22.6
DM-193063-283567-GO22,DM00985,장동로,33.6
DM-193065-284043-D27G,DM00842,동계로9번길,15.7
DM-193066-284078-DX27,DM00850,동계로13번길,47.8
DM-193067-283822-N84A,DM00906,동명로20번길,10.2
DM-193068-283480-U889,DM00990,제봉로82번길,129.5
DM-193068-283992-SZY4,DM00828,동계로1번길,81.1
DM-193068-284120-5UT1,DM03311,동계로15번길,6.7
DM-193068-284237-B7J3,DM00959,경양로321번길,31.6
DM-193070-283921-6Z8Q,DM00808,동명로,84.2
DM-193070-283949-SZY4,DM00825,동계로1번길,25.1
DM-193071-284033-D27G,DM00840,동계로9번길,15.7
DM-193074-284092-DX27,DM00851,동계로13번길,64.2
DM-193077-284116-5UT1,DM03309,동계로15번길,19.7
DM-193078-283701-JFYG,DM00977,동계천로,91.9
DM-193082-283562-GO22,DM00988,장동로,18.7
DM-193083-284107-5UT1,DM03310,동계로15번길,5.1
DM-193084-284258-ZM8E,DM00962,동계로,48.7
DM-193089-284028-D27G,DM00838,동계로9번길,23.0
DM-193090-283754-367J,DM00923,동명로14번길,66.8
DM-193090-283986-ZM8E,DM00826,동계로,80.3
DM-193092-283542-GO22,DM00987,장동로,42.0
DM-193093-284202-B7J3,DM00957,경양로321번길,55.2
DM-193094-284132-5UT1,DM02083,동계로15번길,101.9
DM-193094-284238-B7J3,DM00960,경양로321번길,46.5
DM-193095-284102-5UT1,DM02859,동계로15번길,25.9
DM-193098-284298-ZM8E,DM00945,동계로,282.1
DM-193100-283811-N84A,DM00905,동명로20번길,69.0
DM-193100-284069-DX27,DM00848,동계로13번길,22.4
DM-193101-283664-F9WR,DM00975,제봉로110번길,19.6
DM-193103-283648-GO22,DM00976,장동로,31.2
DM-193104-284045-ZM8E,DM00839,동계로,42.1
DM-193107-283871-OKXU,DM00886,동명로26번길,74.4
DM-193108-283629-GO22,DM03250,장동로,21.2
DM-193112-284077-ZM8E,DM00849,동계로,22.5
DM-193113-283579-GO22,DM03249,장동로,55.1
DM-193114-283972-6Z8Q,DM02039,동명로,73.9
DM-193117-283708-JFYG,DM00926,동계천로,81.7
DM-193120-283544-GO22,DM00991,장동로,34.9
DM-193120-283933-6Z8Q,DM02038,동명로,42.8
DM-193120-284168-52VO,DM02084,경양로,42.3
DM-193123-284125-ZM8E,DM02082,동계로,76.0
DM-193128-283777-367J,DM00908,동명로14번길,58.2
DM-193134-284088-ZM8E,DM03275,동계로,35.6
DM-193135-283896-OKXU,DM03265,동명로26번길,29.0
DM-193139-283835-N84A,DM00890,동명로20번길,60.6
DM-193139-284022-2W3Y,DM00875,동계로10번길,77.6
DM-193141-283638-JFYG,DM02465,동계천로,85.6
DM-193146-283879-OKXU,DM00889,동명로26번길,28.2
DM-193148-283927-6Z8Q,DM02040,동명로,15.5
DM-193148-283949-6Z8Q,DM02041,동명로,42.6
DM-193150-283690-JFYG,DM02466,동계천로,91.5
DM-193151-284096-ZM8E,DM03277,동계로,20.7
DM-193152-284042-QNEL,DM00867,동계로12번길,102.0
DM-193153-283909-OKXU,DM02043,동명로26번길,33.0
DM-193154-283600-GO22,DM03248,장동로,109.3
DM-193155-284084-ZM8E,DM03276,동계로,6.8
DM-193159-283742-367J,DM00925,동명로14번길,71.2
DM-193161-284091-ZM8E,DM03279,동계로,16.4
DM-193168-283953-6Z8Q,DM02044,동명로,61.0
DM-193169-283800-N84A,DM00907,동명로20번길,71.1
DM-193170-284079-ZM8E,DM03278,동계로,26.4
DM-193174-283921-6Z8Q,DM02042,동명로,36.0
DM-193176-283632-JFYG,DM02468,동계천로,43.1
DM-193179-283860-OKXU,DM00888,동명로26번길,71.2
DM-193184-283675-JFYG,DM03253,동계천로,45.0
DM-193186-283900-6Z8Q,DM02045,동명로,36.4
DM-193188-284129-4S4P,DM00873,동명로67번길,115.0
DM-193189-283705-JFYG,DM03252,동계천로,15.5
DM-193191-284086-ZM8E,DM03280,동계로,28.7
DM-193192-283724-JFYG,DM00928,동계천로,23.4
DM-193193-284016-2W3Y,DM00876,동계로10번길,30.2
DM-193193-284069-ZM8E,DM00869,동계로,23.5
DM-193199-283765-367J,DM00910,동명로14번길,59.2
DM-193200-283695-JFYG,DM03255,동계천로,26.2
DM-193201-283504-GO22,DM00989,장동로,195.7
DM-193201-283964-6Z8Q,DM00877,동명로,150.4
DM-193203-284155-52VO,DM02419,경양로,129.4
DM-193207-284063-QNEL,DM00868,동계로12번길,16.9
DM-193208-283602-JFYG,DM02467,동계천로,72.9
DM-193208-283914-6Z8Q,DM02046,동명로,34.1
DM-193208-284024-2W3Y,DM00879,동계로10번길,18.3
DM-193209-283824-N84A,DM00892,동명로20번길,60.6
DM-193212-283647-JFYG,DM03254,동계천로,64.4
DM-193219-283882-OKXU,DM00893,동명로26번길,57.6
DM-193222-283792-N84A,DM00909,동명로20번길,35.9
DM-193227-284015-2W3Y,DM00878,동계로10번길,38.1
DM-193228-284083-QNEL,DM00870,동계로12번길,42.6
DM-193231-283324-1GLE,DM00236,백서로,74.7
DM-193233-283909-6Z8Q,DM02047,동명로,16.6
DM-193234-284046-QNEL,DM00871,동계로12번길,59.8
DM-193239-283676-JFYG,DM03258,동계천로,20.2
DM-193239-283773-N84A,DM00912,동명로20번길,32.7
DM-193240-283980-6Z8Q,DM03272,동명로,18.6
DM-193241-283627-JFYG,DM02469,동계천로,27.2
DM-193243-283727-367J,DM00927,동명로14번길,100.7
DM-193246-283657-JFYG,DM03256,동계천로,34.8
DM-193251-283975-6Z8Q,DM03269,동명로,12.0
DM-193252-283941-6Z8Q,DM02049,동명로,71.0
DM-193252-284004-6Z8Q,DM03271,동명로,49.7
DM-193253-284130-4S4P,DM00874,동명로67번길,63.5
DM-193256-283787-N84A,DM00911,동명로20번길,32.1
DM-193257-283674-JFYG,DM03257,동계천로,18.3
DM-193257-284023-2W3Y,DM00880,동계로10번길,24.7
DM-193262-283380-1GLE,DM00238,백서로,53.5
DM-193263-284084-4S4P,DM00872,동명로67번길,60.1
DM-193264-283983-6Z8Q,DM03270,동명로,35.7
DM-193265-283348-1GLE,DM00239,백서로,36.5
DM-193267-283624-JFYG,DM01712,동계천로,53.0
DM-193268-283683-JFYG,DM03260,동계천로,20.8
DM-193272-284015-6Z8Q,DM00882,동명로,25.6
DM-193274-283334-1GLE,DM03230,백서로,14.9
DM-193280-284159-52VO,DM02420,경양로,24.7
DM-193282-283751-367J,DM00914,동명로14번길,69.8
DM-193282-283843-OKXU,DM00891,동명로26번길,137.5
DM-193287-284000-6Z8Q,DM03273,동명로,25.5
DM-193288-283669-JFYG,DM03259,동계천로,44.5
DM-193289-283427-1GLE,DM00240,백서로,55.7
DM-193289-284035-2W3Y,DM00881,동계로10번길,43.1
DM-193290-284132-52VO,DM03289,경양로,12.3
DM-193291-284086-4S4P,DM02858,동명로67번길,42.6
DM-193292-283547-YR44,DM00992,장동로43번길,176.0
DM-193292-284148-52VO,DM02422,경양로,21.8
DM-193295-283333-1GLE,DM03229,백서로,39.4
DM-193295-284133-52VO,DM03288,경양로,10.9
DM-193296-283454-GO22,DM00243,장동로,18.2
DM-193296-283988-6Z8Q,DM03274,동명로,19.4
DM-193298-284055-4S4P,DM02856,동명로67번길,30.3
DM-193299-283699-JFYG,DM00930,동계천로,40.5
DM-193300-283892-6Z8Q,DM02048,동명로,122.2
DM-193304-283376-1GLE,DM00241,백서로,78.7
DM-193304-283639-JFYG,DM01713,동계천로,27.3
DM-193306-283778-N84A,DM00913,동명로20번길,71.1
DM-193308-283672-JFYG,DM03261,동계천로,15.2
DM-193310-283278-XSMH,DM01037,장동로54번길,142.0
DM-193310-284159-52VO,DM02421,경양로,34.6
DM-193314-283654-JFYG,DM02470,동계천로,22.5
DM-193315-283315-1GLE,DM03231,백서로,23.2
DM-193315-283468-1GLE,DM00242,백서로,42.2
DM-193317-283682-JFYG,DM03262,동계천로,23.1
DM-193320-283242-LRZT,DM01877,필문대로,40.8
DM-193321-283644-JFYG,DM00249,동계천로,8.1
DM-193322-283550-1GLE,DM00245,백서로,123.6
DM-193324-283715-367J,DM00929,동명로14번길,62.7
DM-193325-283336-1GLE,DM03228,백서로,36.0
DM-193325-283628-1GLE,DM00247,백서로,32.7
DM-193325-284127-4S4P,DM03287,동명로67번길,20.2
DM-193327-283490-U9HZ,DM00246,백서로224번길,15.5
DM-193329-284061-4S4P,DM02857,동명로67번길,53.4
DM-193329-284097-4S4P,DM03286,동명로67번길,30.4
DM-193330-284018-4S4P,DM00883,동명로67번길,68.0
DM-193330-284144-4S4P,DM02423,동명로67번길,31.7
DM-193332-284283-8AZD,DM02214,경양로347번길,255.3
DM-193333-283435-GO22,DM00244,장동로,65.8
DM-193333-283645-JFYG,DM00250,동계천로,15.5
DM-193333-284085-4S4P,DM03284,동명로67번길,32.4
DM-193336-283210-LRZT,DM02539,필문대로,63.7
DM-193337-283274-LRZT,DM01489,필문대로,32.9
DM-193339-283345-1GLE,DM01039,백서로,14.7
DM-193339-283611-1GLE,DM00248,백서로,28.1
DM-193339-284115-4S4P,DM03285,동명로67번길,29.9
DM-193340-283657-JFYG,DM02472,동계천로,23.0
DM-193341-283261-VXVD,DM01876,필문대로289번길,23.7
DM-193345-283801-N84A,DM00895,동명로20번길,62.3
DM-193346-284095-4S4P,DM03283,동명로67번길,12.9
DM-193348-283646-JFYG,DM02471,동계천로,13.7
DM-193348-284161-52VO,DM02215,경양로,41.1
DM-193351-283495-U9HZ,DM01053,백서로224번길,32.2
DM-193352-283942-6Z8Q,DM02052,동명로,165.7
DM-193352-284082-4S4P,DM03281,동명로67번길,15.5
DM-193353-283404-GO22,DM00993,장동로,38.2
DM-193354-283853-OKXU,DM00896,동명로26번길,43.2
DM-193355-283207-G89H,DM01479,필문대로295번길,49.3
DM-193355-283451-U9HZ,DM01054,백서로224번길,105.9
DM-193357-283675-JFYG,DM02474,동계천로,58.3
DM-193357-283718-367J,DM00932,동명로14번길,18.9
DM-193358-283282-EB39,DM01488,필문대로287번길,30.0
DM-193359-283256-VXVD,DM01878,필문대로289번길,19.6
DM-193360-283767-N84A,DM00915,동명로20번길,38.7
DM-193360-284052-4S4P,DM03282,동명로67번길,49.5
DM-193362-283376-XSMH,DM00996,장동로54번길,79.9
DM-193363-283270-VXVD,DM01491,필문대로289번길,23.7
DM-193365-283644-JFYG,DM02473,동계천로,21.9
DM-193366-283872-6Z8Q,DM02050,동명로,15.8
DM-193372-283478-U9HZ,DM01056,백서로224번길,42.4
DM-193374-283344-LRZT,DM00999,필문대로,125.1
DM-193377-284129-C95Z,DM02217,동명로69번길,66.1
DM-193379-283282-VXVD,DM01492,필문대로289번길,18.8
DM-193381-283215-G89H,DM02907,필문대로295번길,21.0
DM-193381-283502-U9HZ,DM01055,백서로224번길,29.7
DM-193382-283639-JFYG,DM02475,동계천로,13.7
DM-193382-283665-JFYG,DM02476,동계천로,48.6
DM-193383-283410-GO22,DM00995,장동로,45.6
DM-193383-283703-367J,DM00931,동명로14번길,58.3
DM-193384-283744-N84A,DM00917,동명로20번길,49.9
DM-193386-283236-G89H,DM02906,필문대로295번길,36.2
DM-193388-284000-4S4P,DM02855,동명로67번길,80.7
DM-193390-283190-G89H,DM01481,필문대로295번길,57.5
DM-193391-283637-JFYG,DM02477,동계천로,3.7
DM-193392-283612-JFYG,DM02479,동계천로,50.4
DM-193392-284162-52VO,DM02216,경양로,48.9
DM-193393-283438-GO22,DM00994,장동로,59.5
DM-193394-283926-4S4P,DM02054,동명로67번길,155.8
DM-193395-283814-OKXU,DM00894,동명로26번길,100.2
DM-193396-283760-N84A,DM00916,동명로20번길,34.6
DM-193399-284228-9UPP,DM01161,산수길3번길,115.5
DM-193401-283485-U9HZ,DM01058,백서로224번길,41.4
DM-193401-283862-6Z8Q,DM02051,동명로,55.9
DM-193407-283634-JFYG,DM02478,동계천로,30.5
DM-193407-283665-JFYG,DM00934,동계천로,68.2
DM-193411-283256-EB39,DM01490,필문대로287번길,88.7
DM-193411-283270-VXVD,DM01879,필문대로289번길,63.1
DM-193412-283509-U9HZ,DM01057,백서로224번길,34.7
DM-193412-284102-MCQE,DM02820,필문대로192번길,51.0
DM-193413-283208-G89H,DM02908,필문대로295번길,21.5
DM-193413-284008-C95Z,DM02822,동명로69번길,184.7
DM-193414-283226-G89H,DM02910,필문대로295번길,26.5
DM-193414-283765-N84A,DM00919,동명로20번길,15.9
DM-193421-283389-9EAB,DM00997,필문대로273번길,41.5
DM-193421-284167-52VO,DM01158,경양로,8.6
DM-193423-283330-VXVD,DM01551,필문대로289번길,110.9
DM-193423-283649-JFYG,DM02481,동계천로,35.1
DM-193424-283194-G89H,DM02909,필문대로295번길,36.7
DM-193424-284144-MCQE,DM02424,필문대로192번길,47.0
DM-193425-284180-54CL,DM01157,산수길,23.4
DM-193429-284236-54CL,DM01160,산수길,89.3
DM-193430-283449-LRZT,DM00998,필문대로,112.8
DM-193431-283721-367J,DM03264,동명로14번길,44.5
DM-193433-283698-367J,DM00933,동명로14번길,41.5
DM-193433-283755-N84A,DM00918,동명로20번길,40.1
DM-193433-283831-OKXU,DM00898,동명로26번길,57.3
DM-193434-283283-VXVD,DM02917,필문대로289번길,15.4
DM-193434-283634-JFYG,DM02480,동계천로,23.6
DM-193434-284114-MCQE,DM02821,필문대로192번길,16.7
DM-193435-283271-VXVD,DM02918,필문대로289번길,13.3
DM-193436-283225-G89H,DM01494,필문대로295번길,34.4
DM-193441-283297-VXVD,DM02919,필문대로289번길,17.2
DM-193441-284128-MCQE,DM03185,필문대로192번길,28.0
DM-193443-283855-6Z8Q,DM02053,동명로,30.3
DM-193445-283184-G89H,DM01483,필문대로295번길,95.3
DM-193448-283886-C95Z,DM02056,동명로69번길,70.1
DM-193450-283281-VXVD,DM02920,필문대로289번길,30.6
DM-193450-283394-9EAB,DM01549,필문대로273번길,41.5
DM-193450-283667-JFYG,DM00935,동계천로,62.0
DM-193450-283779-N84A,DM00897,동명로20번길,52.5
DM-193453-283738-367J,DM03263,동명로14번길,30.8
DM-193454-283710-367J,DM00936,동명로14번길,23.8
DM-193456-284109-MCQE,DM02818,필문대로192번길,38.7
DM-193457-283369-9EAB,DM01550,필문대로273번길,41.6
DM-193462-283645-JFYG,DM01873,동계천로,37.3
DM-193462-283839-O8MY,DM01869,동명로70번길,29.6
DM-193464-283227-EB39,DM01493,필문대로287번길,30.6
DM-193467-284176-52VO,DM01159,경양로,85.2
DM-193471-283492-OQSR,DM01578,필문대로263번길,29.1
DM-193471-283591-JFYG,DM01875,동계천로,121.7
DM-193471-283851-6Z8Q,DM02055,동명로,25.7
DM-193471-284133-MCQE,DM02819,필문대로192번길,43.2
DM-193474-283320-9EAB,DM01554,필문대로273번길,88.1
DM-193474-283369-VXVD,DM01552,필문대로289번길,16.8
DM-193475-283791-O8MY,DM01072,동명로70번길,70.1
DM-193476-283825-O8MY,DM01870,동명로70번길,18.4
DM-193478-283369-OQSR,DM01882,필문대로263번길,9.6
DM-193478-283534-LRZT,DM01579,필문대로,83.2
DM-193480-283453-OQSR,DM01581,필문대로263번길,64.5
DM-193485-283215-EB39,DM01495,필문대로287번길,19.0
DM-193485-283872-6Z8Q,DM02058,동명로,44.4
DM-193486-283751-O8MY,DM01073,동명로70번길,13.4
DM-193487-283387-OQSR,DM01881,필문대로263번길,28.9
DM-193488-283917-VV63,DM02836,필문대로218번길,99.6
DM-193489-284114-MCQE,DM02816,필문대로192번길,27.6
DM-193490-283404-VXVD,DM02948,필문대로289번길,13.1
DM-193490-283697-O8MY,DM01871,동명로70번길,96.0
DM-193491-283378-VXVD,DM01880,필문대로289번길,22.8
DM-193495-283743-LRZT,DM01872,필문대로,16.0
DM-193495-283760-WQ35,DM01070,동명로82번길,21.0
DM-193497-283392-VXVD,DM01884,필문대로289번길,17.5
DM-193497-283849-6Z8Q,DM02057,동명로,27.6
DM-193500-283412-OQSR,DM02947,필문대로263번길,27.2
DM-193501-284125-MCQE,DM02817,필문대로192번길,18.2
DM-193504-283742-LRZT,DM03225,필문대로,3.1
DM-193504-283752-WQ35,DM01071,동명로82번길,19.7
DM-193505-283424-VXVD,DM02946,필문대로289번길,1.4
DM-193505-283474-OQSR,DM01580,필문대로263번길,47.4
DM-193507-283697-LRZT,DM03227,필문대로,25.3
DM-193508-283588-LRZT,DM01600,필문대로,40.1
DM-193510-283829-6Z8Q,DM02061,동명로,37.5
DM-193512-284164-52VO,DM02425,경양로,39.2
DM-193513-283338-9EAB,DM01553,필문대로273번길,86.5
DM-193513-283391-VXVD,DM01883,필문대로289번길,27.8
DM-193513-283871-6Z8Q,DM02060,동명로,45.9
DM-193514-283411-VXVD,DM01886,필문대로289번길,29.9
DM-193515-283719-LRZT,DM03226,필문대로,47.7
DM-193516-283444-OQSR,DM01583,필문대로263번길,44.9
DM-193516-283764-WQ35,DM01068,동명로82번길,21.8
DM-193517-283663-JFYG,DM01874,동계천로,78.1
DM-193519-283568-TNWY,DM01599,필문대로253번길,41.9
DM-193524-283847-6Z8Q,DM02059,동명로,26.9
DM-193528-283760-WQ35,DM01069,동명로82번길,13.5
DM-193529-283522-TNWY,DM02958,필문대로253번길,89.7
DM-193531-283405-VXVD,DM01885,필문대로289번길,18.0
DM-193531-283600-LRZT,DM02538,필문대로,26.7
DM-193533-283630-LRZT,DM01328,필문대로,58.1
DM-193534-284188-52VO,DM01207,경양로,51.2
DM-193536-284121-MCQE,DM02815,필문대로192번길,68.3
DM-193540-283880-6Z8Q,DM02063,동명로,67.6
DM-193541-283690-LRZT,DM02537,필문대로,50.1
DM-193542-283770-WQ35,DM01066,동명로82번길,31.0
DM-193545-283388-VXVD,DM01887,필문대로289번길,49.5
DM-193547-283733-LRZT,DM02536,필문대로,83.6
DM-193547-283780-WQ35,DM01067,동명로82번길,14.3
DM-193549-283452-OQSR,DM01582,필문대로263번길,51.7
DM-193552-283562-TNWY,DM01601,필문대로253번길,25.4
DM-193552-283662-LRZT,DM01327,필문대로,14.8
DM-193552-283795-WQ35,DM01063,동명로82번길,13.2
DM-193552-283845-6Z8Q,DM02062,동명로,27.4
DM-193555-283781-WQ35,DM01064,동명로82번길,5.1
DM-193555-283912-VV63,DM02835,필문대로218번길,34.4
DM-193556-283466-OQSR,DM02956,필문대로263번길,49.7
DM-193556-283517-TNWY,DM01603,필문대로253번길,86.5
DM-193556-284043-KCLM,DM02828,필문대로206번길,50.1
DM-193557-283789-WQ35,DM01062,동명로82번길,10.9
DM-193557-283971-VV63,DM02837,필문대로218번길,120.2
DM-193561-283651-6ZG7,DM01326,지호로,28.2
DM-193561-283677-LRZT,DM01889,필문대로,21.0
DM-193566-283781-WQ35,DM01065,동명로82번길,21.3
DM-193566-284160-MCQE,DM02426,필문대로192번길,67.2
DM-193567-283571-TNWY,DM01604,필문대로253번길,24.3
DM-193567-283878-6Z8Q,DM02065,동명로,67.4
DM-193567-284195-52VO,DM01208,경양로,17.4
DM-193568-283423-VXVD,DM01587,필문대로289번길,64.1
DM-193568-283819-WQ35,DM01059,동명로82번길,54.7
DM-193569-283844-6Z8Q,DM02064,동명로,7.0
DM-193574-283595-TNWY,DM02965,필문대로253번길,26.5
DM-193575-283448-OQSR,DM01585,필문대로263번길,15.1
DM-193575-283843-6Z8Q,DM01060,동명로,4.7
DM-193575-284103-KCLM,DM02814,필문대로206번길,49.2
DM-193576-284251-88WW,DM01206,경양로367번길,121.2
DM-193577-283706-LRZT,DM02535,필문대로,44.5
DM-193577-283942-VV63,DM02834,필문대로218번길,70.6
DM-193578-284037-VV63,DM02830,필문대로218번길,18.4
DM-193578-284130-MCQE,DM02813,필문대로192번길,17.6
DM-193582-283870-6Z8Q,DM03198,동명로,57.0
DM-193582-284062-KCLM,DM02829,필문대로206번길,33.7
DM-193583-284197-52VO,DM02427,경양로,14.2
DM-193583-284220-52VO,DM02428,경양로,51.1
DM-193584-283435-OQSR,DM01584,필문대로263번길,25.8
DM-193585-283910-VV63,DM02831,필문대로218번길,25.1
DM-193587-283551-TNWY,DM01602,필문대로253번길,48.6
DM-193589-283578-TNWY,DM02964,필문대로253번길,39.9
DM-193591-283490-OQSR,DM02955,필문대로263번길,75.3
DM-193592-284044-KCLM,DM02826,필문대로206번길,22.6
DM-193592-284119-MCQE,DM02812,필문대로192번길,29.2
DM-193594-284135-MCQE,DM02810,필문대로192번길,16.0
DM-193595-283903-6Z8Q,DM02832,동명로,13.4
DM-193595-284185-52VO,DM02429,경양로,28.3
DM-193597-283676-RXXI,DM01888,필문대로241번길,66.2
DM-193597-283883-6Z8Q,DM03199,동명로,17.6
DM-193598-284008-VV63,DM03204,필문대로218번길,67.7
DM-193598-284148-MCQE,DM02811,필문대로192번길,20.8
DM-193599-283635-6ZG7,DM01329,지호로,53.5
DM-193599-283895-6Z8Q,DM03200,동명로,13.2
DM-193601-283747-LRZT,DM02534,필문대로,50.8
DM-193602-283439-OQSR,DM01586,필문대로263번길,11.3
DM-193602-283971-VV63,DM03202,필문대로218번길,30.0
DM-193604-284082-KCLM,DM03186,필문대로206번길,49.8
DM-193605-284190-52VO,DM01215,경양로,21.7
DM-193606-284140-MCQE,DM02808,필문대로192번길,9.4
DM-193607-283937-VV63,DM02833,필문대로218번길,59.9
DM-193610-284063-KCLM,DM02827,필문대로206번길,48.1
DM-193613-284134-MCQE,DM02809,필문대로192번길,15.6
DM-193614-283840-6Z8Q,DM01061,동명로,75.1
DM-193616-283463-OQSR,DM01589,필문대로263번길,49.7
DM-193618-283581-TNWY,DM01331,필문대로253번길,86.3
DM-193618-283658-U6CJ,DM01330,동명로98번길,90.1
DM-193618-284144-MCQE,DM02806,필문대로192번길,16.1
DM-193619-283976-VV63,DM03201,필문대로218번길,21.6
DM-193619-284035-KCLM,DM02823,필문대로206번길,35.4
DM-193621-283532-TNWY,DM01605,필문대로253번길,29.4
DM-193622-283441-OQSR,DM01588,필문대로263번길,31.1
DM-193623-284155-MCQE,DM02807,필문대로192번길,16.9
DM-193629-283879-LRZT,DM02533,필문대로,78.7
DM-193629-283984-VV63,DM03203,필문대로218번길,13.8
DM-193629-284008-VV63,DM02825,필문대로218번길,45.0
DM-193630-283505-OQSR,DM01607,필문대로263번길,39.0
DM-193633-283803-LRZT,DM02067,필문대로,78.8
DM-193634-283699-RXXI,DM01890,필문대로241번길,41.1
DM-193638-283765-LRZT,DM01897,필문대로,49.9
DM-193638-283937-LRZT,DM03205,필문대로,54.4
DM-193640-283570-TNWY,DM01333,필문대로253번길,89.5
DM-193640-283741-RXXI,DM01892,필문대로241번길,45.1
DM-193641-283616-6ZG7,DM01332,지호로,38.8
DM-193642-283461-OQSR,DM01591,필문대로263번길,47.3
DM-193642-283653-U6CJ,DM02981,동명로98번길,40.9
DM-193642-284046-KCLM,DM02824,필문대로206번길,35.0
DM-193644-284101-KCLM,DM03192,필문대로206번길,28.7
DM-193645-283526-TNWY,DM01608,필문대로253번길,17.6
DM-193650-284071-KCLM,DM03187,필문대로206번길,17.3
DM-193653-284060-KCLM,DM03188,필문대로206번길,13.1
DM-193653-284120-KCLM,DM03194,필문대로206번길,28.8
DM-193654-283536-TNWY,DM02962,필문대로253번길,21.2
DM-193655-283435-OQSR,DM01590,필문대로263번길,35.2
DM-193655-284088-KCLM,DM03189,필문대로206번길,18.3
DM-193656-283851-LRZT,DM02066,필문대로,27.7
DM-193657-283679-RXXI,DM01891,필문대로241번길,55.0
DM-193657-284158-MCQE,DM02804,필문대로192번길,66.5
DM-193658-283911-LRZT,DM02530,필문대로,34.8
DM-193659-283512-TNWY,DM01606,필문대로253번길,56.3
DM-193659-284077-KCLM,DM03190,필문대로206번길,14.5
DM-193661-283752-RXXI,DM01894,필문대로241번길,21.1
DM-193664-283621-U6CJ,DM01335,동명로98번길,26.2
DM-193665-283877-LRZT,DM02531,필문대로,28.0
DM-193666-283525-TNWY,DM02961,필문대로253번길,25.0
DM-193667-283740-RXXI,DM01895,필문대로241번길,15.7
DM-193669-283654-U6CJ,DM01576,동명로98번길,15.9
DM-193671-283987-LRZT,DM02528,필문대로,58.0
DM-193672-283898-LRZT,DM02529,필문대로,16.2
DM-193672-284017-KCLM,DM02526,필문대로206번길,75.3
DM-193673-283601-6ZG7,DM01334,지호로,32.1
DM-193673-283644-U6CJ,DM01574,동명로98번길,23.3
DM-193675-283456-OQSR,DM01593,필문대로263번길,48.5
DM-193675-283762-RXXI,DM01896,필문대로241번길,23.8
DM-193680-283533-TNWY,DM02963,필문대로253번길,18.7
DM-193681-283714-RXXI,DM01893,필문대로241번길,85.8
DM-193684-283664-U6CJ,DM01572,동명로98번길,23.2
DM-193687-283523-TNWY,DM02960,필문대로253번길,16.6
DM-193687-283675-RXXI,DM01573,필문대로241번길,5.8
DM-193687-283942-LRZT,DM02527,필문대로,76.2
DM-193689-283510-TNWY,DM01610,필문대로253번길,25.6
DM-193690-283428-OQSR,DM01592,필문대로263번길,36.8
DM-193690-283621-A5GM,DM01577,지산로57번길,49.7
DM-193691-283676-U6CJ,DM01570,동명로98번길,4.8
DM-193691-283835-6Z8Q,DM01563,동명로,79.1
DM-193691-283882-LRZT,DM02532,필문대로,45.9
DM-193693-283651-A5GM,DM01575,지산로57번길,31.3
DM-193697-283687-U6CJ,DM01568,동명로98번길,20.3
DM-193698-283601-6ZG7,DM01337,지호로,24.6
DM-193699-283491-TNWY,DM01609,필문대로253번길,35.9
DM-193703-283992-LRZT,DM01509,필문대로,30.1
DM-193704-283670-U6CJ,DM01571,동명로98번길,28.6
DM-193705-283586-6ZG7,DM01336,지호로,37.9
DM-193706-283543-TNWY,DM02959,필문대로253번길,48.0
DM-193708-283447-OQSR,DM01595,필문대로263번길,43.9
DM-193708-283727-U6CJ,DM01566,동명로98번길,64.5
DM-193718-284036-LRZT,DM01508,필문대로,62.9
DM-193719-283571-TNWY,DM01339,필문대로253번길,14.3
DM-193719-283796-U6CJ,DM01562,동명로98번길,76.0
DM-193719-283893-LRZT,DM03062,필문대로,39.0
DM-193720-283605-A5GM,DM02998,지산로57번길,22.6
DM-193721-283524-TNWY,DM01612,필문대로253번길,83.8
DM-193721-283758-U6CJ,DM01567,동명로98번길,21.5
DM-193723-283423-OQSR,DM01594,필문대로263번길,30.1
DM-193727-283645-A5GM,DM01621,지산로57번길,37.7
DM-193727-283653-A5GM,DM01623,지산로57번길,37.9
DM-193727-283869-LRZT,DM03061,필문대로,30.8
DM-193728-283575-6ZG7,DM01338,지호로,14.1
DM-193729-283739-U6CJ,DM02989,동명로98번길,37.6
DM-193730-283999-6RMT,DM01507,필문대로205번길,45.4
DM-193731-284077-LRZT,DM02523,필문대로,22.4
DM-193732-283474-TNWY,DM01611,필문대로253번길,37.1
DM-193734-283586-6ZG7,DM01341,지호로,28.5
DM-193736-283757-U6CJ,DM02983,동명로98번길,10.1
DM-193736-283848-2K9Y,DM01565,지산로85번길,34.1
DM-193737-283303-S9D5,DM01436,지산로,146.3
DM-193738-283619-A5GM,DM01622,지산로57번길,46.2
DM-193739-283831-6Z8Q,DM01564,동명로,16.2
DM-193741-283568-6ZG7,DM01340,지호로,15.3
