대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
전남광주통합특별시 동구 계림동 571-4번지,12210,10900,0,0571,0004,10651130002061,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-6 (계림동),,,,,0,122104277203,10901,0,14,6,,0,주건축물,364,214.06,58.81,654.78,654.78,179.88,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,다가구주택(12가구),10,(철근)콘크리트,(철근)콘크리트,0,12,12.5,4,0,0,0,0,0,654.78,0,0,0,0,10,214.06,2,23,20110906,20111017,20111209,2011,3590085,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,1,
전남광주통합특별시 동구 계림동 571-7번지,12210,10900,0,0571,0007,1065110068,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-12 (계림동),,,,,0,122104277203,10901,0,14,12,,0,주건축물,181.5,105.42,58.08,204.61,204.61,112.73,11,벽돌구조,시멘트벽돌조,03000,제1종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,1,0.9,204.61,0,0,0,0,0,0,0,0,19941130,19950222,19950704,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-7번지,12210,10900,0,0571,0007,1065110067,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-12 (계림동),,,,,0,122104277203,10901,0,14,12,,1,부속건축물,0,0.9,0,0,0.9,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-8번지,12210,10900,0,0571,0008,1065110070,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-14 (계림동),,,,,0,122104277203,10901,0,14,14,,1,부속건축물,0,0.82,0,0,0.82,0,11,벽돌구조,,,,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-8번지,12210,10900,0,0571,0008,1065110069,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-14 (계림동),,,,,0,122104277203,10901,0,14,14,,0,주건축물,0,68.85,0,136.51,121.67,0,11,벽돌구조,세벽조,01000,단독주택,주택,10,(철근)콘크리트,스라브,0,3,0,2,1,0,0,1,0.82,136.51,0,0,0,0,0,0,0,0,19780711,,19790215,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-9번지,12210,10900,0,0571,0009,1065110071,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-16 (계림동),,,,,0,122104277203,10901,0,14,16,,0,주건축물,126,74.505,59.13,141.58,141.58,112.36,11,벽돌구조,세벽조,01000,단독주택,주택,10,(철근)콘크리트,평스라브,0,2,0,2,0,0,0,1,0.945,141.58,0,0,0,0,0,0,0,0,19910304,19910423,19910903,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-9번지,12210,10900,0,0571,0009,1065110072,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 14-16 (계림동),,,,,0,122104277203,10901,0,14,16,,1,부속건축물,0,0.945,0,0,0.945,0,11,벽돌구조,,,,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-10번지,12210,10900,0,0571,0010,1065110073,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로235번길 13 (계림동),,,,,0,122104277204,10901,0,13,0,,0,주건축물,234,139.32,59.54,407.61,407.61,174.19,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,다가구주택(15가구),10,(철근)콘크리트,(철근)콘크리트,0,15,12,4,0,0,0,0,0,407.61,0,0,0,0,1,11.5,2,23,20020803,20021031,20030416,2002,3590014,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-11번지,12210,10900,0,0571,0011,1065110074,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로235번길 9 (계림동),계림동다가구주택,,,,0,122104277204,10901,0,9,,,0,주건축물,338,183.42,54.27,733.68,733.68,217.07,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"다가구주택(18가구), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,18,12.3,4,0,0,0,0,0,733.68,0,0,0,0,0,0,5,54.5,20020710,20020722,20030222,2002,3590014,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-12번지,12210,10900,0,0571,0012,1065110724,2,집합,3,표제부,전남광주통합특별시 동구 중흥로227번길 10-9 (계림동),,,,,0,122104277203,10901,0,10,9,,0,주건축물,182,108.235,57.66,447.255,447.255,245.728,21,철근콘크리트구조,철근콘크리트조/조립식판넬,02000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,스라브,20,0,13.5,5,0,0,0,0,0,447.255,0,0,0,0,0,0,2,23,20010911,20010919,20020328,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-13번지,12210,10900,0,0571,0013,1065110075,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 10-5 (계림동),,,,,0,122104277203,10901,0,10,5,,0,주건축물,240,141.4,58.92,536.36,536.36,223.483,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(다가구주택-11가구)/창고,10,(철근)콘크리트,(철근)콘크리트,0,11,13.1,4,0,0,0,0,0,536.36,0,0,0,0,3,34.5,0,0,20020702,20040701,20061116,2002,3590014,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-14번지,12210,10900,0,0571,0014,1065110076,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 10-3 (계림동),,,,,1,122104277203,10901,0,10,3,,0,주건축물,240,141.4,58.92,536.36,536.36,223.483,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(다가구주택-11가구)/창 고,10,(철근)콘크리트,(철근)콘크리트,0,11,13.1,4,0,0,0,0,0,536.36,0,0,0,0,3,34.5,0,0,20020702,20040701,20061116,2002,3590014,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-15번지,12210,10900,0,0571,0015,1065110077,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로227번길 10 (계림동),,,,,0,122104277203,10901,0,10,0,,0,주건축물,241,142.53,59.14,494.52,404.37,167.79,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"점포, 대중음식점, 사무실, 주택",10,(철근)콘크리트,스라브,0,1,11.2,3,1,0,0,0,0,494.52,0,0,0,0,0,0,0,0,19890720,19890801,19891115,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 571-16번지,12210,10900,0,0571,0016,1065110725,2,집합,3,표제부,전남광주통합특별시 동구 중흥로227번길 10-11 (계림동),,,,,0,122104277203,10901,0,10,11,,0,주건축물,182,119.155,57.66,447.255,447.255,245.7445,21,철근콘크리트구조,철근콘크리트조/조립식판넬,02000,공동주택,공동주택(다세대주택),10,(철근)콘크리트,스라브,20,0,13.5,5,0,0,0,0,0,447.255,0,0,0,0,0,0,2,23,20010911,20010919,20020328,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-2번지,12210,10900,0,0572,0002,1065110080,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 319-5 (계림동),,,,,0,122103162073,10905,0,319,5,,1,부속건축물,9.92,9.92,100,9.92,9.92,100,12,블록구조,,01000,단독주택,물치,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-2번지,12210,10900,0,0572,0002,1065110079,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 319-5 (계림동),,,,,0,122103162073,10905,0,319,5,,0,주건축물,0,49.26,0,49.26,49.26,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,1,9.92,49.26,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-3번지,12210,10900,0,0572,0003,1065110081,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 319 (계림동),,,,,0,122103162073,10905,0,319,,,0,주건축물,361,247.65,68.6,783.25,656.97,181.98,21,철근콘크리트구조,"철근콘크리트조, 세벽조, 연와조",11000,노유자시설,교육연구및복지시설,10,(철근)콘크리트,스라브,0,7,0,3,1,0,0,0,0,790.69,0,0,0,0,0,0,0,0,,,19750526,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-4번지,12210,10900,0,0572,0004,1065110082,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 317 (계림동),,,,,0,122103162073,10905,0,317,,,0,주건축물,397,220.1,55.44,1283.38,1093.7,275.49,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"일용품소매점, 사무실, 주차장, 학원",10,(철근)콘크리트,스라브,0,0,17.5,5,1,1,0,1,1.7,1283.38,0,0,0,0,6,0,0,0,19920930,19921204,19930616,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-4번지,12210,10900,0,0572,0004,1065110083,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 317 (계림동),,,,,0,122103162073,10905,0,317,,,1,부속건축물,0,1.7,0,1.7,1.7,0,11,벽돌구조,,04000,제2종근린생활시설,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-11번지,12210,10900,0,0572,0011,1065110090,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 311 (계림동),,,,,0,122103162073,10905,0,311,0,,0,주건축물,118.02,81.2,68.8,417.62,324.8,27.52,21,철근콘크리트구조,철근콘크리트조,03000,제1종근린생활시설,"다방, 사무실, 학원, 일용품소매점, 주택",10,(철근)콘크리트,스라브,0,1,15.15,4,1,0,0,0,0,417.62,0,0,0,0,0,0,0,0,19881013,19881017,19890215,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-12번지,12210,10900,0,0572,0012,1065110091,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 309-1 (계림동),,,,,0,122103162073,10905,0,309,1,,0,주건축물,150,62.77,41.85,149.66,149.66,99.77,11,벽돌구조,"철근콘크리트조, 시멘트벽돌조",01000,단독주택,"조산원, 주택",10,(철근)콘크리트,평스라브,0,2,10.7,3,0,0,0,0,0,149.66,0,0,0,0,0,0,0,0,19960628,19960722,19961203,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-13번지,12210,10900,0,0572,0013,1065110093,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 309 (계림동),,,,,0,122103162073,10905,0,309,,,1,부속건축물,0,2,0,0,2,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-13번지,12210,10900,0,0572,0013,1065110092,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 309 (계림동),,,,,0,122103162073,10905,0,309,,,0,주건축물,236,163.05,69.08,975.13,807.25,342.05,21,철근콘크리트구조,철근콘크리트조,03000,제1종근린생활시설,"컴퓨터학원, 노래연습장, 다방, 사무실, 점포",10,(철근)콘크리트,스라브,0,0,17.9,5,1,0,0,1,2,975.13,0,0,0,0,0,0,0,0,19900720,19900722,19910211,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-14번지,12210,10900,0,0572,0014,1065110094,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 307-4 (계림동),,,,,0,122103162073,10905,0,307,4,,0,주건축물,52,32.9,63.26,32.9,32.9,63.26,11,벽돌구조,시멘트벽돌조,01000,단독주택,단독주택,10,(철근)콘크리트,슬라브,0,1,3.3,1,0,0,0,0,0,32.9,0,0,0,0,0,0,0,0,19991026,19991103,20000125,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-15번지,12210,10900,0,0572,0015,1065110095,1,일반,2,일반건축물,전남광주통합특별시 동구 중앙로 307-6 (계림동),,,,,0,122103162073,10905,0,307,6,,0,주건축물,127.78,80.99,63.38,147.02,147.02,115.05,11,벽돌구조,세멘트벽돌조,04000,제2종근린생활시설,"일반음식점, 주택",10,(철근)콘크리트,스라브,0,0,7.3,2,0,0,0,0,0,147.02,0,0,0,0,0,0,0,0,19940415,19940511,19940822,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-16번지,12210,10900,0,0572,0016,1065110096,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 6 (계림동),,,,,0,122104277205,10901,0,6,0,,0,주건축물,0,47.6,0,47.6,47.6,0,21,철근콘크리트구조,철근콘크리트조,01000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,47.6,0,0,0,0,0,0,0,0,19720602,,19730828,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-17번지,12210,10900,0,0572,0017,1065110097,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0,39.66,0,39.66,39.66,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,1,3.3,39.66,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-17번지,12210,10900,0,0572,0017,1065110098,1,일반,2,일반건축물,,,,,,0,,,0,,,,1,부속건축물,0,3.3,0,0,3.3,0,12,블록구조,,,,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-18번지,12210,10900,0,0572,0018,1065110099,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 8 (계림동),,,,,0,122104277205,10901,0,8,0,,0,주건축물,0,66.9,0,99.9,99.9,0,11,벽돌구조,연와조,01000,단독주택,주택,10,(철근)콘크리트,스라브즙,0,2,0,2,0,0,0,0,0,99.9,0,0,0,0,0,0,0,0,19690317,,19691103,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-19번지,12210,10900,0,0572,0019,1065110100,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 8-1 (계림동),,,,,0,122104277205,10901,0,8,1,,0,주건축물,169,118.67,70.22,340.88,340.88,201.7,21,철근콘크리트구조,철근콘크리트조,01000,단독주택,주택(다가구),10,(철근)콘크리트,평스라브,0,10,9.65,3,0,0,0,0,0,340.88,0,0,0,0,0,0,2,23,20010619,20010621,20011017,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-20번지,12210,10900,0,0572,0020,1065110101,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 10 (계림동),,,,,0,122104277205,10901,0,10,0,,0,주건축물,0,72.06,0,72.06,72.06,0,51,일반목구조,목조,01000,단독주택,단독주택,20,기와,세와,0,1,0,1,0,0,0,3,25.78,72.06,0,0,0,0,0,0,0,0,,,19750411,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-20번지,12210,10900,0,0572,0020,1065110102,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 10 (계림동),,,,,0,122104277205,10901,0,10,,,1,부속건축물,0,3.3,0,0,3.3,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-20번지,12210,10900,0,0572,0020,1065110103,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 10 (계림동),,,,,0,122104277205,10901,0,10,,,1,부속건축물,0,5.29,0,0,5.29,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-20번지,12210,10900,0,0572,0020,1065110104,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 10 (계림동),,,,,0,122104277205,10901,0,10,,,1,부속건축물,0,17.19,0,0,17.19,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-21번지,12210,10900,0,0572,0021,1065110105,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 10-1 (계림동),,,,,0,122104277205,10901,0,10,1,,0,주건축물,0,0,0,262.85,0,0,11,벽돌구조,세벽조,01000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,0,0,2,1,0,0,0,0,262.85,0,0,0,0,0,0,0,0,19840423,,19840925,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-22번지,12210,10900,0,0572,0022,1065110107,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 12 (계림동),,,,,0,122104277205,10901,0,12,0,,0,주건축물,0,96.69,0,151.77,151.77,0,11,벽돌구조,세벽조,01000,단독주택,주택,10,(철근)콘크리트,스라브,0,2,0,2,0,0,0,1,16.2,151.77,0,0,0,0,0,0,0,0,19830909,,19831221,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-22번지,12210,10900,0,0572,0022,1065110108,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 12 (계림동),,,,,0,122104277205,10901,0,12,,,1,부속건축물,0,16.2,0,0,16.2,0,11,벽돌구조,,,,,20,기와,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-23번지,12210,10900,0,0572,0023,1065110110,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 12-1 (계림동),,,,,0,122104277205,10901,0,12,1,,1,부속건축물,0,16.5,0,0,21.79,0,51,일반목구조,,,,,20,기와,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-23번지,12210,10900,0,0572,0023,1065110109,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 12-1 (계림동),,,,,0,122104277205,10901,0,12,1,,0,주건축물,0,0,0,107.39,0,0,51,일반목구조,"목조, 세벽조",01000,단독주택,단독주택,20,기와,"세와, 스라브",0,0,0,1,0,0,0,0,0,107.39,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-24번지,12210,10900,0,0572,0024,1065110112,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 14 (계림동),,,,,0,122104277205,10901,0,14,,,1,부속건축물,0,1,0,0,1,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 572-24번지,12210,10900,0,0572,0024,1065110111,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 14 (계림동),,,,,0,122104277205,10901,0,14,0,,0,주건축물,0,88.11,0,149.7,149.7,0,11,벽돌구조,세벽조,01000,단독주택,주택,10,(철근)콘크리트,스라브,0,2,0,2,0,0,0,1,1,149.7,0,0,0,0,0,0,0,0,19830618,,19831019,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-1번지,12210,10900,0,0573,0001,1065110116,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 13-1 (계림동),,,,,0,122104277205,10901,0,13,1,,0,주건축물,205,142.87,69.69,493.95,425.37,207.5,21,철근콘크리트구조,"철근콘크리트조, 세벽조",03000,제1종근린생활시설,"다방, 사무실, 점포, 주택",10,(철근)콘크리트,스라브,0,1,13.2,3,1,0,0,0,0,493.95,0,0,0,0,0,0,0,0,19890328,19890329,19890719,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-2번지,12210,10900,0,0573,0002,1065110117,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 13 (계림동),,,,,0,122104277205,10901,0,13,0,,0,주건축물,268,185.12,69.07,546.76,546.76,204.01,21,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구주택,10,(철근)콘크리트,평 슬라브,0,17,11.4,3,0,0,0,0,0,546.76,0,0,0,0,2,23,1,11.5,20011022,20011025,20020527,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-3번지,12210,10900,0,0573,0003,1065110118,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 11 (계림동),,,,,0,122104277205,10901,0,11,0,,0,주건축물,222,149.85,67.5,485.33,449.15,202.32,11,벽돌구조,"철근콘크리트조, 세벽조",01000,단독주택,"일용품소매점, 주택",10,(철근)콘크리트,스라브,0,3,12.5,3,1,0,0,0,0,485.33,0,0,0,0,1,11.5,1,11.5,19920904,19921004,19930303,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-4번지,12210,10900,0,0573,0004,1065110120,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 9-1 (계림동),,,,,0,122104277205,10901,0,9,1,,1,부속건축물,0,2,0,0,2,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-4번지,12210,10900,0,0573,0004,1065110119,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 9-1 (계림동),,,,,1,122104277205,10901,0,9,1,,0,주건축물,0,0,0,486.29,0,0,11,벽돌구조,시멘트벽돌조,01000,단독주택,"주택, 점포",10,(철근)콘크리트,스라브,0,0,0,2,1,0,0,0,0,486.29,0,0,0,0,0,0,0,0,19840126,,19860110,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-6번지,12210,10900,0,0573,0006,1065110121,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 9 (계림동),,,,,0,122104277205,10901,0,9,0,,0,주건축물,0,45.61,0,74.04,74.04,0,11,벽돌구조,연와조,01000,단독주택,주택,20,기와,세와,0,2,0,2,0,0,0,1,5.95,74.04,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-6번지,12210,10900,0,0573,0006,1065110122,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 9 (계림동),,,,,0,122104277205,10901,0,9,,,1,부속건축물,0,5.95,0,0,5.95,0,12,블록구조,,,,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-7번지,12210,10900,0,0573,0007,1065110123,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 7-1 (계림동),,,,,0,122104277205,10901,0,7,1,,0,주건축물,0,40.33,0,40.33,40.33,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,40.33,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-9번지,12210,10900,0,0573,0009,10651130025370,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로241번길 5 (계림동),,,,,0,122104277205,10901,0,5,0,,0,주건축물,116,82.2,70.8621,82.2,82.2,70.8621,31,일반철골구조,일반철골구조,03000,제1종근린생활시설,소매점,90,기타지붕,철골구조,0,0,7.35,1,0,0,0,0,0,82.2,0,0,0,0,0,0,0,0,20181010,20181019,20190122,2018,3590141,건축과,1201,신축신고,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-11번지,12210,10900,0,0573,0011,1065110128,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로235번길 6-7 (계림동),,,,,0,122104277204,10901,0,6,7,,0,주건축물,231,79.32,34.34,149.04,149.04,64.52,11,벽돌구조,시멘트벽돌조,03000,제1종근린생활시설,주택,10,(철근)콘크리트,스라브,0,1,7.3,2,0,0,0,1,3.4,149.04,0,0,0,0,0,0,0,0,19950228,19950307,19950610,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-11번지,12210,10900,0,0573,0011,1065110129,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로235번길 6-7 (계림동),,,,,0,122104277204,10901,0,6,7,,1,부속건축물,0,3.4,0,0,3.4,0,11,벽돌구조,,,,,10,(철근)콘크리트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-12번지,12210,10900,0,0573,0012,1065110130,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로235번길 6-5 (계림동),,,,,0,122104277204,10901,0,6,5,,0,주건축물,0,69.75,0,109.75,109.75,0,11,벽돌구조,세벽조,01000,단독주택,주택,20,기와,"세와, 스라브",0,2,0,2,0,0,0,2,6.61,109.75,0,0,0,0,0,0,0,0,,,19770311,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 계림동 573-12번지,12210,10900,0,0573,0012,1065110131,1,일반,2,일반건축물,전남광주통합특별시 동구 중흥로235번길 6-5 (계림동),,,,,0,122104277204,10901,0,6,5,,1,부속건축물,0,4.3,0,0,4.3,0,11,벽돌구조,,,,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
