대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
전남광주통합특별시 동구 대인동 1-8번지,12210,10100,0,0001,0008,10651656,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,41.65,0,41.65,41.65,0,12,블록구조,세브조,01000,단독주택,주택,10,(철근)콘크리트,세와,0,1,0,1,0,0,0,0,0,41.65,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 1-62번지,12210,10100,0,0001,0062,10651657,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,51.9,0,51.9,51.9,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,51.9,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 2-80번지,12210,10100,0,0002,0080,10651658,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,8.26,0,8.26,8.26,0,51,일반목구조,목조,03000,제1종근린생활시설,점포,90,기타지붕,아연,0,0,0,1,0,0,0,0,0,8.26,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 4-2번지,12210,10100,0,0004,0002,10651659,1,일반,2,일반건축물,전남광주통합특별시 동구 독립로 276 (대인동),,,,,0,122103009020,10101,0,276,,주1,0,주건축물,475,365.31,76.91,2834.01,2450.66,515.93,21,철근콘크리트구조,철근콘크리트조,09000,의료시설,요양병원,10,(철근)콘크리트,스라브,0,0,32.65,8,1,1,0,0,0,2834.01,0,0,0,0,8,92,0,0,19800522,,19841231,,,,,,0,,0,0,,0,,0,20250819,0,
전남광주통합특별시 동구 대인동 7-1번지,12210,10100,0,0007,0001,10651660,1,일반,2,일반건축물,,롯데백화점광주점,,,,2,,,0,0,0,롯데백화점 광주점,0,주건축물,8074.4,4902.92,60.72,85264.46,49927.76,618.35,21,철근콘크리트구조,"철근콘크리트조, 철골조",07000,판매시설,"판매시설, 문화및집회시설,교육연구시설",10,(철근)콘크리트,슬라브,0,0,59.9,12,6,12,3,0,0,85264.46,0,0,0,0,755,0,0,0,19950626,19950627,19980916,,,,,,0,,0,0,,0,,0,20250122,0,
전남광주통합특별시 동구 대인동 7-12번지,12210,10100,0,0007,0012,10651661,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 225 (대인동),광주은행 본점,,,,0,122103009006,10101,0,225,,,0,주건축물,7976.8,2791.37,34.9936,46990.35,30199.29,378.589,31,일반철골구조,"철골철근콘크리트조, 철골조",14000,업무시설,"업무시설, 박물관, 휴게음식점",10,(철근)콘크리트,스라브,0,0,94.55,20,5,8,1,0,0,46990.35,584,919.54,0,0,43,1140,4,60,19930429,19931224,19970702,,,,,,0,,0,0,,0,,0,20221028,1,
전남광주통합특별시 동구 대인동 15-6번지,12210,10100,0,0015,0006,10651662,1,일반,2,일반건축물,전남광주통합특별시 동구 독립로264번길 15 (대인동),,,,,0,122104277060,10101,0,15,,,0,주건축물,108.2,94.28,87.13,188.56,188.56,174.27,11,벽돌구조,세벽조,03000,제1종근린생활시설,"점포, 창고",10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,188.56,0,0,0,0,0,0,0,0,19850829,19851002,19860113,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 16-1번지,12210,10100,0,0016,0001,10651663,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 14-1 (대인동),,,,,0,122104277184,10101,0,14,1,,1,부속건축물,0,12.56,0,0,12.56,0,51,일반목구조,,15000,숙박시설,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 16-1번지,12210,10100,0,0016,0001,10651664,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 14-1 (대인동),,,,,0,122104277184,10101,0,14,1,,0,주건축물,0,126.93,0,79.33,126.93,0,51,일반목구조,목조,01000,단독주택,"여관, 주택",20,기와,"세와, 스레트",0,2,0,1,0,0,0,1,12.56,79.33,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 16-3번지,12210,10100,0,0016,0003,10651665,1,일반,2,일반건축물,전남광주통합특별시 동구 독립로264번길 17 (대인동),,,,,0,122104277060,10101,0,17,0,,0,주건축물,0,210.58,0,130.24,210.58,0,51,일반목구조,목조,15000,숙박시설,"여관, 점포",90,기타지붕,아연,0,0,0,1,0,0,0,0,0,130.24,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 16-5번지,12210,10100,0,0016,0005,10651666,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 14 (대인동),,,,,0,122104277184,10101,0,14,0,,0,주건축물,0,85.28,0,85.28,85.28,0,51,일반목구조,목조,03000,제1종근린생활시설,"점포,일반음식점",30,슬레이트,스레트,0,0,0,1,0,0,0,0,0,85.28,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 16-11번지,12210,10100,0,0016,0011,10651670,1,일반,2,일반건축물,전남광주통합특별시 동구 독립로264번길 15-1 (대인동),,,,,0,122104277060,10101,0,15,1,,0,주건축물,0,125.15,0,477.45,371.75,0,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,(철근)콘크리트,0,0,0,3,1,0,0,0,0,477.45,0,0,0,0,0,0,0,0,19761125,,19770517,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 17-2번지,12210,10100,0,0017,0002,1000000000000002449211,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221-31 (대인동),라나빌딩,,,,7,122103009006,10101,0,221,31,주건축물제1동,0,주건축물,766.69,529.62,69.08,2997.91,2795.06,364.56,42,철골철근콘크리트구조,철골철근콘크리트구조,03000,제1종근린생활시설,"제1,2종 근린생활시설",10,(철근)콘크리트,평 슬래브,0,0,35.3,7,1,1,0,0,0,2997.91,36,53.62,0,0,1,16.5,0,0,20220207,20220602,20230927,2022,3590141,건축과,1101,신축허가,12,,0,0,,0,,0,20240520,1,Ⅶ-0.170g
전남광주통합특별시 동구 대인동 20번지,12210,10100,0,0020,0000,10651675,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,23.14,0,23.14,23.14,0,51,일반목구조,목조,03000,제1종근린생활시설,상점,20,기와,세와,0,0,0,1,0,0,0,0,0,23.14,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-10번지,12210,10100,0,0020,0010,10651676,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 217 (대인동),,,,,1,122103009006,10101,0,217,0,,0,주건축물,152.7,149.255,97.74,253.75,253.75,166.18,11,벽돌구조,세벽조,03000,제1종근린생활시설,"소매점, 미용실",10,(철근)콘크리트,스라브,0,0,6.5,2,0,0,0,0,0,253.75,0,0,0,0,0,0,0,0,19770823,,19800922,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-12번지,12210,10100,0,0020,0012,10651677,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 219-1 (대인동),,,,,0,122103009006,10101,0,219,1,,0,주건축물,66,51.68,78.3,103.36,103.36,156.6,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,,10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,103.36,0,0,0,0,0,0,0,0,19870824,,19871211,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-13번지,12210,10100,0,0020,0013,10651678,1,일반,2,일반건축물,,,,,,0,,,0,,,주건축물제1동,0,주건축물,33.1,25.12,75.8912,41.97,41.97,126.7976,51,일반목구조,목조,03000,제1종근린생활시설,미용원,20,기와,세와,0,0,0,2,0,0,0,0,0,41.97,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20240409,,
전남광주통합특별시 동구 대인동 20-14번지,12210,10100,0,0020,0014,10651679,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221 (대인동),,,,,0,122103009006,10101,0,221,0,,0,주건축물,0,76.03,0,135.52,135.52,0,51,일반목구조,목조,03000,제1종근린생활시설,"점포, 주택",20,기와,세와,0,1,0,2,0,0,0,0,0,135.52,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-17번지,12210,10100,0,0020,0017,10651130002560,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221-1 (대인동),,,,,1,122103009006,10101,0,221,1,,0,주건축물,89.39,71.2,79.65,132.91,132.91,148.69,21,철근콘크리트구조,철근콘크리트구조,03000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,9.4,3,0,0,0,0,0,132.91,0,0,0,0,0,0,0,0,20111017,20111116,20120213,2011,3590085,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,1,
전남광주통합특별시 동구 대인동 20-19번지,12210,10100,0,0020,0019,10651682,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 219-3 (대인동),,,,,0,122103009006,10101,0,219,3,,0,주건축물,0,30.08,0,60.16,60.16,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,2,0,2,0,0,0,0,0,60.16,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-25번지,12210,10100,0,0020,0025,10651683,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 215 (대인동),,,,,0,122103009006,10101,0,215,,,0,주건축물,0,0,0,52.56,0,0,51,일반목구조,목조,15000,숙박시설,여관,20,기와,세와,0,0,0,1,0,0,0,0,0,52.56,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-30번지,12210,10100,0,0020,0030,10651684,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 219 (대인동),,,,,1,122103009006,10101,0,219,,,0,주건축물,69.1,47.7,69.03,47.7,47.7,69.03,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,인터넷컴퓨터게임시설제공업소,10,(철근)콘크리트,스라브,0,0,0,1,0,0,0,1,1.89,47.7,0,0,0,0,0,0,0,0,19891014,,19891220,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-30번지,12210,10100,0,0020,0030,10651685,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 219 (대인동),,,,,0,122103009006,10101,0,219,,,1,부속건축물,0,1.89,0,0,1.89,0,11,벽돌구조,,,,,20,기와,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-31번지,12210,10100,0,0020,0031,10651686,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 217-3 (대인동),,,,,0,122103009006,10101,0,217,3,,0,주건축물,0,51.045,0,102.09,102.09,0,11,벽돌구조,세벽조,03000,제1종근린생활시설,"점포, 다방",10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,102.09,0,0,0,0,0,0,0,0,19770823,,19800922,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 20-32번지,12210,10100,0,0020,0032,10651687,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 217-2 (대인동),,,,,0,122103009006,10101,0,217,2,,0,주건축물,0,35.55,0,71.1,71.1,0,11,벽돌구조,세벽조,03000,제1종근린생활시설,"점포, 사무실",10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,71.1,0,0,0,0,0,0,0,0,19770823,,19800922,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21번지,12210,10100,0,0021,0000,10651688,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 213 (대인동),,,,,0,122103009006,10101,0,213,0,,0,주건축물,0,92.22,0,102.46,102.46,0,51,일반목구조,"목조, 연와조",04000,제2종근린생활시설,"점포, 실내사격장, 여관, 취사장",20,기와,"세와, 스라브",0,0,0,2,0,0,0,0,0,102.46,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-2번지,12210,10100,0,0021,0002,10651689,1,일반,2,일반건축물,,,,,,0,,,0,,,,1,부속건축물,0,0,0,0,70.74,0,11,벽돌구조,세벽조,01000,단독주택,주택,20,기와,세와,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-2번지,12210,10100,0,0021,0002,10651691,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,25.78,0,139.82,69.08,0,11,벽돌구조,연와조,15000,숙박시설,여인숙,20,기와,세와,0,0,0,3,0,0,0,0,0,139.82,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-2번지,12210,10100,0,0021,0002,10651690,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,69.08,0,69.08,69.08,0,11,벽돌구조,연와조,01000,단독주택,여인숙,20,기와,세와,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-5번지,12210,10100,0,0021,0005,10651693,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221-11 (대인동),,,,,2,122103009006,10101,0,221,11,주1동,0,주건축물,1120.6,739.81,66.0191,4454.41,3635.79,324.4503,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"제1,2종근린생활시설,교육연구시시설(학원),운동시설",90,기타지붕,기타지붕,0,0,21.3,5,1,1,0,0,0,4454.41,0,0,0,0,13,0,20,0,19820807,,19830624,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-7번지,12210,10100,0,0021,0007,10651694,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 6-1 (대인동),,,,,0,122104277184,10101,0,6,1,,0,주건축물,0,21.48,0,42.96,42.96,0,51,일반목구조,목조,01000,단독주택,주택,30,슬레이트,스레트,0,2,0,2,0,0,0,0,0,42.96,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-9번지,12210,10100,0,0021,0009,10651130014028,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8-16 (대인동),,,,,1,122104277184,10101,0,8,16,,0,주건축물,34.03,27.09,79.61,54.18,54.18,159.21,31,일반철골구조,경량철골구조,01000,단독주택,제2종근린생활시설,90,기타지붕,경량철골트러스,1,0,6.7,2,0,0,0,0,0,54.18,0,0,0,0,0,0,0,0,20130823,20130826,20151224,2013,3590122,건축과,1201,신축신고,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-11번지,12210,10100,0,0021,0011,10651697,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 4 (대인동),,,,,0,122104277184,10101,0,4,0,,0,주건축물,0,19.8,0,19.8,19.8,0,51,일반목구조,목조,01000,단독주택,창고,20,기와,기와,0,1,0,1,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-12번지,12210,10100,0,0021,0012,10651698,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 6-2 (대인동),,,,,0,122104277184,10101,0,6,2,,0,주건축물,0,0,0,15.8,0,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,0,0,1,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,,,19850126,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-15번지,12210,10100,0,0021,0015,10651699,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 4-1 (대인동),,,,,1,122104277184,10101,0,4,1,,0,주건축물,0,11.9,0,11.9,11.9,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,,,19850307,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-19번지,12210,10100,0,0021,0019,10651700,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 4-2 (대인동),,,,,0,122104277184,10101,0,4,2,,0,주건축물,0,7.2,0,7.2,7.2,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,,,19850126,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-24번지,12210,10100,0,0021,0024,10651701,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 4-3 (대인동),,,,,3,122104277184,10101,0,4,3,,0,주건축물,37.15,27,72.68,54,54,145.36,11,벽돌구조,조적조,03000,제1종근린생활시설,점포,10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,54,0,0,0,0,0,0,0,0,19960513,19960515,19961212,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-28번지,12210,10100,0,0021,0028,10651702,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 6 (대인동),,,,,1,122104277184,10101,0,6,,,0,주건축물,40.1,31,77.31,93,93,231.92,11,벽돌구조,세벽조,04000,제2종근린생활시설,"점포, 일반음식점, 주택",10,(철근)콘크리트,스라브,0,1,7,3,0,0,0,0,0,93,0,0,0,0,0,0,0,0,19950826,,19951004,,,,,,0,,0,0,,0,,0,20260311,0,
전남광주통합특별시 동구 대인동 21-31번지,12210,10100,0,0021,0031,10651703,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8-1 (대인동),,,,,0,122104277184,10101,0,8,1,,0,주건축물,0,22.4,0,22.4,22.4,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,22.4,0,0,0,0,0,0,0,0,,,19850126,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-32번지,12210,10100,0,0021,0032,10651704,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8-1 (대인동),,,,,0,122104277184,10101,0,8,1,,0,주건축물,36.5,21,57.53,42,42,115.07,11,벽돌구조,세벽조,01000,단독주택,"점포, 주택",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,0,19951127,,19951228,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-33번지,12210,10100,0,0021,0033,10651705,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8-13 (대인동),,,,,0,122104277184,10101,0,8,13,,0,주건축물,0,13.2,0,13.2,13.2,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,,,19850126,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-34번지,12210,10100,0,0021,0034,10651706,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8-11 (대인동),,,,,1,122104277184,10101,0,8,11,,0,주건축물,0,34.71,0,43.3,43.3,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,2,0,2,0,0,0,0,0,43.3,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-41번지,12210,10100,0,0021,0041,10651709,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,10,0,10,10,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,19850126,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-42번지,12210,10100,0,0021,0042,10651710,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8-3 (대인동),,,,,0,122104277184,10101,0,8,3,,0,주건축물,66,24,36.36,24,24,36.36,11,벽돌구조,세벽조,03000,제1종근린생활시설,점포,10,(철근)콘크리트,스라브,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,19960120,19960122,19960409,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 21-43번지,12210,10100,0,0021,0043,10651711,1,일반,2,일반건축물,,,,,,0,,,0,,,,0,주건축물,0,0,0,21.3,0,0,51,일반목구조,목조,01000,단독주택,주택,20,기와,세와,0,0,0,1,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,,,19850126,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 22번지,12210,10100,0,0022,0000,10651712,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221-15 (대인동),,,,,0,122103009006,10101,0,221,15,,0,주건축물,0,124.81,0,722.08,587.92,0,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"일반음식점, 무도학원, 사무실, 식당, 점포, 주택, 창고",10,(철근)콘크리트,스라브,0,1,0,5,1,0,0,0,0,722.08,0,0,0,0,0,0,0,0,19820903,,19821227,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 22-2번지,12210,10100,0,0022,0002,10651130019931,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 8 (대인동),,,,,0,122104277184,10101,0,8,,,0,주건축물,429.4,244.32,56.9,997.09,998.74,232.59,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"단독주택, 업무시설 및 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,18,19.6,6,0,1,0,0,0,997.09,0,0,0,0,0,0,14,161,20161018,20161025,20170714,2016,3590141,건축과,1101,신축허가,8,,0,0,,0,,0,20221028,1,
전남광주통합특별시 동구 대인동 22-3번지,12210,10100,0,0022,0003,10651713,1,일반,2,일반건축물,,대인동 22-3 판매시설 (안명숙),,,,0,,,0,,,,0,주건축물,330.6,0,0,0,0,0,32,경량철골구조,경량철골구조,07000,판매시설,일반게임제공업의시설,90,기타지붕,기타지붕(조립식판넬),0,0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20020520,20021203,20030114,2002,3590014,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 22-5번지,12210,10100,0,0022,0005,10651130020350,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 10 (대인동),,,,,0,122104277184,10101,0,10,0,,0,주건축물,215.2,168.25,78.18,648.4,648.4,301.3,21,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"단독주택 및 제1,2종근린생활시설",10,(철근)콘크리트,스라브,0,14,16.5,5,0,1,0,0,0,648.4,0,0,0,0,0,0,8,92,20170207,20170215,20170919,2017,3590141,건축과,1101,신축허가,0,,0,0,,0,,0,20221028,1,
전남광주통합특별시 동구 대인동 22-6번지,12210,10100,0,0022,0006,10651716,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221-19 (대인동),,,,,0,122103009006,10101,0,221,19,,0,주건축물,0,63.08,0,122.01,122.01,0,11,벽돌구조,세벽조,03000,제1종근린생활시설,제1종근린생활시설,10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,0,0,122.01,0,0,0,0,0,0,0,0,19810829,,19811210,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 22-8번지,12210,10100,0,0022,0008,10651718,1,일반,2,일반건축물,,,,,,0,,,0,,,,1,부속건축물,0,11.57,0,11.57,11.57,0,12,블록구조,,03000,제1종근린생활시설,,90,기타지붕,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 22-8번지,12210,10100,0,0022,0008,10651717,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로 221-21 (대인동),,,,,0,122103009006,10101,0,221,21,,0,주건축물,0,0,0,148.46,148.46,0,11,벽돌구조,"세벽조, 세브조",03000,제1종근린생활시설,"주택, 사무실, 점포,일반음식점",20,기와,"세와, 스라브",0,0,0,2,0,0,0,0,0,176.22,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20221028,0,
전남광주통합특별시 동구 대인동 23번지,12210,10100,0,0023,0000,10651720,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 12 (대인동),,,,,0,122104277184,10101,0,12,0,,0,주건축물,104.8,85.68,81.75,296.05,233.55,222.85,21,철근콘크리트구조,"철근콘크리트조, 세벽조",03000,제1종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,12.47,3,1,0,0,0,0,296.05,0,0,0,0,1,0,0,0,19960417,19960426,19961127,,,,,,0,,0,0,,0,,0,20260318,0,
전남광주통합특별시 동구 대인동 23-2번지,12210,10100,0,0023,0002,10651721,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 10-3 (대인동),,,,,0,122104277184,10101,0,10,3,,0,주건축물,158.9,107.93,67.92,569.468,515.038,324.13,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설,10,(철근)콘크리트,스라브,0,0,23,6,1,1,0,0,0,569.468,0,0,0,0,3,0,0,0,19960722,19961220,19971220,,,,,,0,,0,0,,0,,0,20221028,1,
전남광주통합특별시 동구 대인동 23-3번지,12210,10100,0,0023,0003,10651722,1,일반,2,일반건축물,전남광주통합특별시 동구 제봉로213번길 10-5 (대인동),,,,,0,122104277184,10101,0,10,5,,0,주건축물,100.2,74.77,74.62,199.14,199.14,198.74,21,철근콘크리트구조,"철근콘크리트조, 세벽조",03000,제1종근린생활시설,"근린생활시설, 유흥시설, 주택",10,(철근)콘크리트,슬래브,0,1,7.37,3,0,0,0,0,0,199.14,0,0,0,0,0,0,0,0,19971231,19980519,19981013,,,,,,0,,0,0,,0,,0,20221028,0,
